loan_id,origination_date,principal_amount,interest_rate,term_months,risk_grade,purpose,state,monthly_income
L00391,2024-03-23,1000000,26.3,36,E,vehicle,Kerala,35000
L00392,2024-12-01,300000,13.25,48,B,education,Maharashtra,35000
L00393,2024-02-16,200000,17.28,24,C,business,Karnataka,35000
L00394,2024-02-27,500000,13.34,36,B,consumer_durable,Maharashtra,50000
L00395,2024-02-24,100000,10.7,12,A,personal,West Bengal,75000
L00396,2024-08-13,150000,17.77,36,C,education,West Bengal,25000
L00397,2024-02-26,200000,20.33,12,D,business,Maharashtra,50000
L00398,2024-03-13,100000,10.15,24,A,personal,Rajasthan,25000
L00399,2024-07-21,1000000,14.41,24,B,education,West Bengal,35000
L00400,2024-04-14,500000,10.41,36,A,business,Delhi,35000
L00401,2024-08-05,750000,11.14,12,A,business,Maharashtra,75000
L00402,2024-01-07,1000000,10.4,24,A,business,Karnataka,75000
L00403,2024-08-16,300000,21.57,36,D,personal,Rajasthan,75000
L00404,2024-08-02,750000,10.74,36,A,consumer_durable,Andhra Pradesh,50000
L00405,2024-03-25,300000,11.13,12,A,personal,Gujarat,100000
L00406,2024-07-27,200000,14.11,48,B,education,Andhra Pradesh,100000
L00407,2024-07-28,1000000,20.6,12,D,education,Kerala,100000
L00408,2024-08-06,150000,20.24,24,D,vehicle,Telangana,35000
L00409,2024-07-07,100000,11.98,24,A,education,Delhi,50000
L00410,2024-09-13,100000,20.17,36,D,business,Rajasthan,75000
L00411,2024-10-19,50000,21.57,48,D,personal,West Bengal,35000
L00412,2024-10-25,100000,11.85,12,A,business,Rajasthan,50000
L00413,2024-08-19,300000,20.77,48,D,personal,Tamil Nadu,50000
L00414,2024-06-23,750000,13.08,24,B,personal,Andhra Pradesh,50000
L00415,2024-05-10,50000,20.68,36,D,consumer_durable,Karnataka,35000
L00416,2024-06-09,1000000,11.55,48,A,education,Karnataka,35000
L00417,2024-09-28,750000,14.48,36,B,personal,Rajasthan,35000
L00418,2024-09-19,750000,10.27,12,A,vehicle,Telangana,35000
L00419,2024-01-12,200000,20.07,24,D,business,Gujarat,75000
L00420,2024-04-12,100000,14.36,48,B,education,Andhra Pradesh,35000
L00421,2024-06-12,1000000,26.17,24,E,business,Karnataka,50000
L00422,2024-10-25,50000,10.33,24,A,vehicle,Telangana,150000
L00423,2024-11-01,750000,11.03,48,A,vehicle,Tamil Nadu,100000
L00424,2024-05-23,200000,20.5,36,D,consumer_durable,West Bengal,50000
L00425,2024-11-17,200000,13.93,48,B,education,Karnataka,25000
L00426,2024-10-20,500000,14.12,36,B,business,Karnataka,75000
L00427,2024-05-09,300000,11.28,36,A,vehicle,Tamil Nadu,100000
L00428,2024-10-13,50000,17.61,36,C,vehicle,Maharashtra,150000
L00429,2024-07-13,300000,13.52,48,B,personal,Kerala,150000
L00430,2024-12-08,200000,25.69,48,E,business,Rajasthan,50000
L00431,2024-08-05,150000,20.59,36,D,education,Tamil Nadu,150000
L00432,2024-04-24,100000,20.44,36,D,consumer_durable,Gujarat,50000
L00433,2024-02-16,300000,10.93,12,A,education,Kerala,100000
L00434,2024-11-13,200000,11.0,36,A,consumer_durable,Maharashtra,35000
L00435,2024-10-15,200000,10.69,24,A,business,Tamil Nadu,25000
L00436,2024-01-01,150000,13.63,48,B,business,Telangana,35000
L00437,2024-02-05,150000,13.98,48,B,consumer_durable,West Bengal,75000
L00438,2024-09-07,750000,25.01,36,E,personal,Gujarat,100000
L00439,2024-04-08,50000,11.25,36,A,business,Tamil Nadu,25000
L00440,2024-01-10,300000,13.33,36,B,consumer_durable,Rajasthan,100000
L00441,2024-03-11,750000,14.78,48,B,business,Telangana,35000
L00442,2024-04-24,750000,25.04,24,E,vehicle,Maharashtra,100000
L00443,2024-11-26,100000,13.73,12,B,consumer_durable,Delhi,100000
L00444,2024-11-27,50000,17.32,12,C,personal,Karnataka,75000
L00445,2024-08-23,100000,14.09,24,B,vehicle,Maharashtra,50000
L00446,2024-05-20,100000,14.32,24,B,consumer_durable,Karnataka,100000
L00447,2024-02-16,100000,16.57,24,C,education,Telangana,50000
L00448,2024-07-10,200000,20.72,24,D,personal,Rajasthan,75000
L00449,2024-01-01,1000000,20.66,12,D,personal,Kerala,150000
L00450,2024-02-24,100000,14.56,12,B,business,Telangana,75000
L00451,2024-01-04,300000,25.53,24,E,personal,Delhi,50000
L00452,2024-02-04,500000,20.85,12,D,personal,Tamil Nadu,150000
L00453,2024-08-20,500000,16.72,36,C,personal,Gujarat,50000
L00454,2024-08-09,750000,10.8,48,A,consumer_durable,West Bengal,150000
L00455,2024-12-24,150000,20.23,12,D,vehicle,Karnataka,75000
L00456,2024-11-15,1000000,21.6,24,D,education,West Bengal,50000
L00457,2024-08-04,150000,16.97,48,C,consumer_durable,Maharashtra,25000
L00458,2024-11-17,500000,10.02,24,A,business,Rajasthan,100000
L00459,2024-12-08,100000,16.87,48,C,business,West Bengal,35000
L00460,2024-03-17,50000,20.02,48,D,consumer_durable,Tamil Nadu,25000
L00461,2024-05-02,500000,16.48,24,C,education,West Bengal,75000
L00462,2024-10-15,100000,20.92,12,D,consumer_durable,Andhra Pradesh,50000
L00463,2024-01-04,1000000,11.49,48,A,consumer_durable,Maharashtra,100000
L00464,2024-10-21,100000,14.58,36,B,education,Rajasthan,35000
L00465,2024-06-27,1000000,17.9,12,C,vehicle,Andhra Pradesh,50000
L00466,2024-06-23,1000000,14.43,48,B,personal,Karnataka,150000
L00467,2024-11-26,500000,10.71,36,A,education,Rajasthan,50000
L00468,2024-08-05,50000,17.79,48,C,personal,Delhi,100000
L00469,2024-07-07,100000,11.86,48,A,vehicle,Gujarat,25000
L00470,2024-11-19,50000,17.85,12,C,consumer_durable,Andhra Pradesh,150000
L00471,2024-01-17,150000,17.93,12,C,education,West Bengal,100000
L00472,2024-03-24,150000,14.38,24,B,personal,West Bengal,150000
L00473,2024-07-14,500000,17.01,24,C,business,West Bengal,50000
L00474,2024-03-14,1000000,26.61,36,E,education,Gujarat,150000
L00475,2024-10-23,200000,16.4,36,C,business,Tamil Nadu,150000
L00476,2024-12-21,150000,17.01,36,C,personal,Gujarat,100000
L00477,2024-09-10,750000,14.35,48,B,personal,Rajasthan,25000
L00478,2024-01-07,150000,10.11,36,A,vehicle,Delhi,150000
L00479,2024-05-07,50000,11.38,12,A,business,Andhra Pradesh,25000
L00480,2024-09-13,200000,17.48,24,C,education,Delhi,150000
L00481,2024-11-11,750000,16.78,12,C,personal,Delhi,35000
L00482,2024-11-23,1000000,17.66,36,C,education,Rajasthan,150000
L00483,2024-03-22,200000,16.59,12,C,vehicle,Tamil Nadu,150000
L00484,2024-05-18,750000,13.08,36,B,vehicle,Tamil Nadu,100000
L00485,2024-12-05,50000,20.66,12,D,vehicle,Gujarat,100000
L00486,2024-10-18,300000,10.98,36,A,personal,Gujarat,100000
L00487,2024-09-06,150000,11.04,48,A,education,Rajasthan,75000
L00488,2024-11-11,200000,11.77,36,A,business,Delhi,35000
L00489,2024-11-01,1000000,26.99,12,E,business,Andhra Pradesh,35000
L00490,2024-11-11,200000,21.92,48,D,personal,West Bengal,50000
L00491,2024-09-27,300000,13.05,36,B,education,Rajasthan,75000
L00492,2024-04-11,300000,14.8,12,B,personal,Tamil Nadu,100000
L00493,2024-11-25,100000,13.42,24,B,consumer_durable,Karnataka,35000
L00494,2024-02-24,750000,14.29,24,B,personal,Andhra Pradesh,150000
L00495,2024-03-26,100000,13.15,36,B,education,Karnataka,100000
L00496,2024-08-21,300000,20.82,48,D,consumer_durable,Gujarat,25000
L00497,2024-11-24,100000,14.07,12,B,education,Maharashtra,150000
L00498,2024-02-10,500000,21.86,36,D,education,Karnataka,50000
L00499,2024-11-01,1000000,16.76,48,C,vehicle,Rajasthan,35000
L00500,2024-09-10,750000,11.59,24,A,business,Gujarat,25000
L00501,2024-01-19,150000,13.25,48,B,education,Rajasthan,25000
L00502,2024-11-28,500000,13.42,24,B,vehicle,Tamil Nadu,35000
L00503,2024-03-22,300000,16.39,12,C,education,Andhra Pradesh,150000
L00504,2024-05-04,300000,14.34,24,B,education,Andhra Pradesh,50000
L00505,2024-10-03,200000,13.2,24,B,business,Andhra Pradesh,75000
L00506,2024-03-19,300000,14.39,36,B,business,West Bengal,35000
L00507,2024-12-24,200000,11.57,48,A,business,Gujarat,35000
L00508,2024-08-15,500000,17.76,36,C,business,Andhra Pradesh,100000
L00509,2024-03-18,100000,11.68,24,A,business,Karnataka,150000
L00510,2024-11-01,50000,11.7,48,A,education,Telangana,25000
L00511,2024-03-12,1000000,14.31,48,B,vehicle,Kerala,150000
L00512,2024-09-03,150000,20.93,48,D,business,Rajasthan,25000
L00513,2024-03-15,150000,17.51,24,C,vehicle,Kerala,100000
L00514,2024-08-12,150000,17.47,12,C,vehicle,Andhra Pradesh,35000
L00515,2024-11-07,500000,10.47,36,A,consumer_durable,Andhra Pradesh,75000
L00516,2024-06-04,50000,21.96,36,D,business,Kerala,100000
L00517,2024-06-19,750000,14.31,12,B,education,Delhi,75000
L00518,2024-06-27,200000,26.03,36,E,consumer_durable,Andhra Pradesh,100000
L00519,2024-04-03,150000,10.88,36,A,vehicle,Tamil Nadu,35000
L00520,2024-07-26,100000,11.32,36,A,personal,Andhra Pradesh,150000
L00521,2024-11-27,200000,14.18,48,B,personal,Telangana,25000
L00522,2024-09-02,150000,10.27,24,A,personal,Tamil Nadu,50000
L00523,2024-10-21,750000,21.2,12,D,business,Karnataka,35000
L00524,2024-03-08,1000000,14.73,48,B,education,Tamil Nadu,100000
L00525,2024-09-09,150000,21.25,24,D,business,Andhra Pradesh,100000
L00526,2024-03-04,200000,16.76,12,C,vehicle,Rajasthan,100000
L00527,2024-03-16,150000,17.21,12,C,education,Rajasthan,25000
L00528,2024-09-27,150000,11.8,12,A,consumer_durable,Rajasthan,75000
L00529,2024-07-08,50000,14.4,48,B,consumer_durable,Gujarat,100000
L00530,2024-05-16,100000,20.85,24,D,personal,Delhi,100000
L00531,2024-01-23,750000,20.52,12,D,education,Rajasthan,25000
L00532,2024-12-26,750000,14.31,36,B,consumer_durable,Gujarat,25000
L00533,2024-09-14,300000,10.52,36,A,education,Delhi,150000
L00534,2024-09-16,200000,13.83,24,B,business,Rajasthan,100000
L00535,2024-12-13,300000,14.16,24,B,personal,Telangana,75000
L00536,2024-09-13,150000,16.2,36,C,education,Kerala,150000
L00537,2024-11-01,50000,16.32,12,C,vehicle,Andhra Pradesh,100000
L00538,2024-06-03,100000,13.53,12,B,consumer_durable,West Bengal,100000
L00539,2024-10-02,300000,17.42,24,C,consumer_durable,Andhra Pradesh,25000
L00540,2024-10-17,300000,10.39,24,A,education,Tamil Nadu,150000
L00541,2024-03-03,200000,11.31,36,A,consumer_durable,Gujarat,150000
L00542,2024-12-23,200000,14.04,12,B,personal,Rajasthan,50000
L00543,2024-05-08,500000,16.69,24,C,consumer_durable,West Bengal,100000
L00544,2024-02-18,150000,10.81,12,A,education,Delhi,50000
L00545,2024-10-09,300000,26.75,48,E,consumer_durable,Kerala,75000
L00546,2024-08-22,500000,17.92,48,C,education,Maharashtra,75000
L00547,2024-04-22,100000,10.77,24,A,business,West Bengal,50000
L00548,2024-05-08,50000,14.4,36,B,personal,West Bengal,150000
L00549,2024-03-16,500000,16.15,36,C,business,Telangana,100000
L00550,2024-04-08,200000,11.0,24,A,business,Telangana,35000
L00551,2024-06-05,200000,11.67,12,A,personal,Karnataka,150000
L00552,2024-09-02,1000000,26.23,48,E,business,Kerala,50000
L00553,2024-09-09,300000,13.98,48,B,vehicle,Kerala,35000
L00554,2024-09-02,750000,10.96,36,A,consumer_durable,Tamil Nadu,75000
L00555,2024-01-01,1000000,25.63,24,E,consumer_durable,Kerala,25000
L00556,2024-05-08,300000,13.37,36,B,consumer_durable,Kerala,50000
L00557,2024-07-23,1000000,13.85,36,B,business,West Bengal,50000
L00558,2024-11-08,150000,14.96,12,B,business,Telangana,100000
L00559,2024-12-05,750000,13.39,48,B,personal,Tamil Nadu,75000
L00560,2024-05-09,500000,14.57,12,B,consumer_durable,Karnataka,150000
L00561,2024-08-27,200000,11.63,12,A,consumer_durable,Gujarat,50000
L00562,2024-07-04,300000,13.69,36,B,education,Telangana,100000
L00563,2024-05-12,150000,14.96,36,B,education,Andhra Pradesh,150000
L00564,2024-05-15,100000,13.76,24,B,vehicle,Gujarat,75000
L00565,2024-02-03,750000,17.7,24,C,business,Telangana,50000
L00566,2024-10-21,300000,14.42,48,B,business,Andhra Pradesh,50000
L00567,2024-03-28,1000000,16.83,12,C,vehicle,Telangana,150000
L00568,2024-07-04,100000,10.42,12,A,personal,Andhra Pradesh,100000
L00569,2024-02-04,750000,11.05,36,A,education,Tamil Nadu,25000
L00570,2024-04-24,750000,16.62,36,C,consumer_durable,Tamil Nadu,35000
L00571,2024-11-12,150000,13.06,36,B,consumer_durable,Andhra Pradesh,100000
L00572,2024-12-18,1000000,25.27,24,E,education,Kerala,75000
L00573,2024-11-18,750000,17.05,36,C,business,Andhra Pradesh,100000
L00574,2024-06-14,100000,10.88,36,A,vehicle,Delhi,25000
L00575,2024-08-18,150000,10.69,12,A,consumer_durable,Andhra Pradesh,50000
L00576,2024-10-08,750000,11.6,12,A,education,Gujarat,35000
L00577,2024-03-23,750000,13.79,48,B,consumer_durable,Telangana,50000
L00578,2024-10-26,200000,11.03,36,A,business,Rajasthan,50000
L00579,2024-05-04,100000,13.36,48,B,education,Andhra Pradesh,50000
L00580,2024-01-05,1000000,16.38,12,C,education,Maharashtra,35000
L00581,2024-12-15,300000,25.54,12,E,vehicle,Karnataka,35000
L00582,2024-05-26,200000,10.68,48,A,business,Andhra Pradesh,150000
L00583,2024-03-02,500000,16.16,36,C,consumer_durable,Karnataka,100000
L00584,2024-05-27,200000,14.79,48,B,personal,Karnataka,150000
L00585,2024-01-07,1000000,10.49,48,A,personal,Rajasthan,150000
L00586,2024-05-11,1000000,25.78,24,E,personal,Rajasthan,100000
L00587,2024-04-12,1000000,11.28,12,A,vehicle,Karnataka,35000
L00588,2024-05-19,500000,16.03,12,C,consumer_durable,Telangana,25000
L00589,2024-03-12,1000000,26.38,12,E,vehicle,Tamil Nadu,75000
L00590,2024-11-02,500000,11.86,12,A,business,Tamil Nadu,150000
L00591,2024-04-11,100000,13.25,36,B,consumer_durable,Telangana,25000
L00592,2024-05-02,500000,17.45,48,C,consumer_durable,Rajasthan,50000
L00593,2024-03-18,1000000,13.38,36,B,business,Andhra Pradesh,50000
L00594,2024-03-15,150000,20.14,36,D,business,Rajasthan,50000
L00595,2024-01-20,750000,14.47,36,B,education,Telangana,50000
L00596,2024-11-16,750000,16.38,24,C,education,Delhi,50000
L00597,2024-09-22,500000,13.22,12,B,personal,Tamil Nadu,35000
L00598,2024-04-04,200000,20.21,12,D,education,West Bengal,150000
L00599,2024-04-20,300000,13.1,12,B,personal,Telangana,150000
L00600,2024-11-02,100000,13.94,36,B,education,West Bengal,50000
L00601,2024-05-17,50000,17.65,12,C,personal,Delhi,25000
L00602,2024-04-18,100000,25.2,48,E,vehicle,Telangana,100000
L00603,2024-09-14,150000,17.12,12,C,education,Gujarat,150000
L00604,2024-03-26,750000,14.77,24,B,education,West Bengal,100000
L00605,2024-10-15,150000,14.07,36,B,business,Rajasthan,50000
L00606,2024-07-27,750000,21.53,36,D,education,Telangana,100000
L00607,2024-12-09,750000,14.53,36,B,consumer_durable,Andhra Pradesh,75000
L00608,2024-10-01,50000,11.97,24,A,business,Maharashtra,50000
L00609,2024-01-25,200000,26.71,36,E,education,Rajasthan,100000
L00610,2024-08-12,150000,13.19,24,B,vehicle,Delhi,50000
L00611,2024-05-03,200000,20.47,48,D,education,Telangana,150000
L00612,2024-03-16,500000,11.59,12,A,education,Delhi,25000
L00613,2024-01-25,750000,16.16,36,C,business,West Bengal,75000
L00614,2024-04-24,100000,26.74,12,E,consumer_durable,Maharashtra,50000
L00615,2024-03-11,500000,14.08,24,B,vehicle,Maharashtra,150000
L00616,2024-10-19,750000,17.94,12,C,vehicle,West Bengal,50000
L00617,2024-02-16,150000,16.26,12,C,education,West Bengal,50000
L00618,2024-03-25,750000,11.55,24,A,consumer_durable,Rajasthan,35000
L00619,2024-12-17,200000,14.12,24,B,vehicle,Karnataka,50000
L00620,2024-10-03,500000,17.37,12,C,consumer_durable,West Bengal,50000
L00621,2024-11-01,500000,13.69,36,B,vehicle,Gujarat,100000
L00622,2024-08-02,1000000,21.25,24,D,vehicle,Gujarat,35000
L00623,2024-01-08,100000,16.22,24,C,business,Maharashtra,50000
L00624,2024-08-01,100000,16.61,36,C,vehicle,Rajasthan,35000
L00625,2024-10-24,300000,11.1,24,A,personal,West Bengal,100000
L00626,2024-01-10,50000,20.51,24,D,education,Delhi,25000
L00627,2024-11-09,50000,13.13,36,B,personal,Maharashtra,50000
L00628,2024-07-17,750000,20.46,12,D,business,Andhra Pradesh,100000
L00629,2024-08-18,150000,13.4,12,B,personal,Telangana,100000
L00630,2024-03-01,1000000,13.79,36,B,business,Gujarat,150000
L00631,2024-11-09,300000,14.62,48,B,personal,Rajasthan,50000
L00632,2024-11-05,500000,11.79,12,A,consumer_durable,Rajasthan,150000
L00633,2024-10-05,200000,16.83,48,C,business,Kerala,50000
L00634,2024-03-19,150000,13.41,24,B,vehicle,Delhi,150000
L00635,2024-03-21,150000,16.86,24,C,business,Karnataka,100000
L00636,2024-03-24,100000,13.37,12,B,business,West Bengal,75000
L00637,2024-04-04,300000,13.3,24,B,vehicle,Maharashtra,100000
L00638,2024-04-22,200000,17.19,12,C,business,Karnataka,150000
L00639,2024-10-16,150000,17.0,36,C,vehicle,West Bengal,75000
L00640,2024-01-14,150000,13.39,12,B,business,West Bengal,35000
L00641,2024-02-06,200000,17.52,48,C,education,Andhra Pradesh,150000
L00642,2024-07-13,1000000,14.78,12,B,education,West Bengal,150000
L00643,2024-08-15,50000,14.04,12,B,vehicle,Rajasthan,100000
L00644,2024-09-25,50000,14.12,12,B,vehicle,Delhi,75000
L00645,2024-05-15,300000,14.55,24,B,consumer_durable,Delhi,100000
L00646,2024-11-15,150000,20.93,12,D,education,Karnataka,35000
L00647,2024-06-15,150000,16.79,12,C,vehicle,Andhra Pradesh,100000
L00648,2024-02-09,200000,21.77,36,D,vehicle,Karnataka,25000
L00649,2024-02-17,1000000,11.27,48,A,education,Kerala,35000
L00650,2024-03-11,750000,13.09,24,B,vehicle,Tamil Nadu,35000
L00651,2024-05-24,50000,16.84,48,C,business,Tamil Nadu,25000
L00652,2024-05-01,200000,20.01,48,D,consumer_durable,Andhra Pradesh,100000
L00653,2024-10-22,1000000,20.48,48,D,consumer_durable,West Bengal,75000
L00654,2024-09-09,50000,10.49,24,A,personal,Tamil Nadu,35000
L00655,2024-01-22,500000,10.07,36,A,business,Karnataka,25000
L00656,2024-05-20,150000,10.32,24,A,consumer_durable,Kerala,50000
L00657,2024-06-12,100000,26.54,48,E,personal,West Bengal,100000
L00658,2024-12-28,1000000,10.27,36,A,business,Rajasthan,75000
L00659,2024-02-19,200000,14.22,12,B,consumer_durable,Kerala,150000
L00660,2024-10-20,500000,10.52,36,A,vehicle,Kerala,100000
L00661,2024-03-20,1000000,13.99,24,B,business,Telangana,25000
L00662,2024-02-24,1000000,11.25,24,A,education,West Bengal,75000
L00663,2024-11-07,500000,11.12,12,A,vehicle,Delhi,50000
L00664,2024-09-11,300000,16.6,12,C,personal,Gujarat,50000
L00665,2024-04-11,50000,14.66,36,B,consumer_durable,Andhra Pradesh,25000
L00666,2024-08-28,1000000,16.31,36,C,consumer_durable,West Bengal,150000
L00667,2024-11-11,300000,11.13,12,A,vehicle,Kerala,150000
L00668,2024-03-09,500000,13.13,12,B,business,West Bengal,150000
L00669,2024-07-06,150000,14.14,12,B,business,Gujarat,150000
L00670,2024-04-12,750000,10.17,48,A,business,Telangana,100000
L00671,2024-01-25,100000,13.75,24,B,personal,Andhra Pradesh,100000
L00672,2024-03-07,1000000,11.81,36,A,consumer_durable,Rajasthan,50000
L00673,2024-02-27,150000,17.54,24,C,vehicle,Maharashtra,75000
L00674,2024-01-22,100000,13.01,12,B,business,Andhra Pradesh,25000
L00675,2024-05-21,300000,10.04,24,A,business,Telangana,35000
L00676,2024-11-04,500000,11.55,36,A,vehicle,Tamil Nadu,50000
L00677,2024-06-18,100000,10.41,36,A,business,Tamil Nadu,150000
L00678,2024-05-20,200000,20.34,36,D,education,Andhra Pradesh,25000
L00679,2024-01-04,1000000,11.81,48,A,personal,Karnataka,75000
L00680,2024-05-11,1000000,14.23,24,B,education,Karnataka,75000
L00681,2024-12-15,100000,14.63,12,B,consumer_durable,Delhi,150000
L00682,2024-04-05,1000000,16.94,36,C,business,West Bengal,35000
L00683,2024-06-15,500000,17.58,48,C,personal,Karnataka,75000
L00684,2024-03-10,1000000,10.92,36,A,education,Kerala,35000
L00685,2024-02-11,750000,14.64,12,B,business,Rajasthan,75000
L00686,2024-04-18,750000,13.48,24,B,consumer_durable,West Bengal,25000
L00687,2024-07-19,750000,14.57,36,B,education,Telangana,35000
L00688,2024-12-19,100000,17.48,48,C,personal,Kerala,100000
L00689,2024-03-10,100000,14.64,48,B,personal,Kerala,25000
L00690,2024-11-22,750000,16.65,12,C,personal,Telangana,35000
L00691,2024-11-05,50000,21.51,48,D,education,Delhi,75000
L00692,2024-11-11,1000000,16.39,36,C,education,Delhi,75000
L00693,2024-10-01,500000,17.98,48,C,vehicle,Delhi,25000
L00694,2024-09-27,50000,13.0,36,B,personal,Delhi,25000
L00695,2024-12-13,750000,11.25,48,A,consumer_durable,West Bengal,100000
L00696,2024-04-18,150000,10.95,48,A,business,West Bengal,35000
L00697,2024-02-21,150000,10.27,12,A,vehicle,Andhra Pradesh,150000
L00698,2024-11-26,150000,13.17,48,B,consumer_durable,Kerala,75000
L00699,2024-09-27,1000000,17.02,48,C,consumer_durable,Gujarat,35000
L00700,2024-12-08,50000,11.16,36,A,consumer_durable,Rajasthan,100000
L00701,2024-12-12,50000,14.14,12,B,education,Andhra Pradesh,150000
